node,pseudolabel?,label,label_conf
CG9042,Y,GO:0007010@4,0.0967741935483871
CG1092,Y,GO:0032990@4,0.0392156862745098
CG6988,Y,GO:0036211@4,0.06382978723404255
CG3019,Y,GO:0090304@4,0.07142857142857142
CG14380,Y,GO:0006811@4,0.04
CG9684,Y,GO:0060255@4,0.06451612903225806
CG10632,Y,GO:0048523@4,0.05263157894736842
CG7903,Y,GO:0003723@4,0.07692307692307693
CG9090,Y,GO:0007010@4,0.07692307692307693
CG1100,Y,GO:0006508@4,0.175
CG5177,Y,GO:0007010@4,0.0975609756097561
CG3180,Y,GO:0048522@4,0.03361344537815126
CG11905,Y,GO:0048522@4,0.05063291139240506
CG4887,Y,GO:0048522@4,0.03571428571428571
CG6478,Y,GO:0048523@4,0.05194805194805195
CG6891,Y,GO:0009889@4,0.05714285714285714
CG33152,Y,GO:0003677@4,0.04
CG4109,Y,GO:0016192@4,0.0784313725490196
CG9474,Y,GO:0016192@4,0.08620689655172414
CG6683,Y,GO:0006811@4,0.03773584905660377
CG8026,Y,GO:0048522@4,0.07692307692307693
CG10814,Y,GO:0036211@4,0.06
CG7977,Y,GO:0048523@4,0.031746031746031744
CG11267,Y,GO:0031323@4,0.06521739130434782
CG45017,Y,GO:0036211@4,0.05357142857142857
CG9083,Y,GO:0048523@4,0.05
CG10470,Y,GO:0031323@4,0.057692307692307696
CG42369,Y,GO:0051128@4,0.031578947368421054
CG13458,Y,GO:0051726@4,0.07894736842105263
CG7029,Y,GO:0048522@4,0.04878048780487805
CG16894,Y,GO:0031323@4,0.06172839506172839
CG2830,Y,GO:0051726@4,0.05747126436781609
CG8351,Y,GO:0002009@4,0.08571428571428572
CG3269,Y,GO:0051020@4,0.0784313725490196
CG3195,Y,GO:0048523@4,0.047619047619047616
CG8857,Y,GO:0048523@4,0.047619047619047616
CG2943,Y,GO:1901566@4,0.04918032786885246
CG15435,Y,GO:0070925@4,0.07894736842105263
CG32016,Y,GO:0009893@4,0.031578947368421054
CG3294,Y,GO:0031323@4,0.06060606060606061
CG2852,Y,GO:0031323@4,0.06
CG4111,Y,GO:0048523@4,0.046153846153846156
CG31638,Y,GO:0031323@4,0.05063291139240506
CG18402,Y,GO:0009966@4,0.03361344537815126
CG1472,Y,GO:0048522@4,0.042105263157894736
CG2238,Y,GO:0048523@4,0.046153846153846156
CG31729,Y,GO:0046903@4,0.05128205128205128
CG3797,Y,GO:0009893@4,0.054945054945054944
CG5009,Y,GO:0051726@4,0.06666666666666667
CG11491,Y,GO:0048522@4,0.04294478527607362
CG31740,Y,GO:0009889@4,0.03296703296703297
CG14834,Y,GO:0016569@4,0.06349206349206349
CG17777,Y,GO:0060255@4,0.0975609756097561
CG10915,Y,GO:0009966@4,0.050359712230215826
CG3593,Y,GO:0048522@4,0.05
CG2109,Y,GO:0007444@4,0.03773584905660377
CG11164,Y,GO:0048522@4,0.06349206349206349
CG14010,Y,GO:0007600@4,0.0967741935483871
CG9916,Y,GO:0006974@4,0.075
CG1259,Y,GO:0046331@4,0.045454545454545456
CG11659,Y,GO:0048522@4,0.07692307692307693
CG5183,Y,GO:0031323@4,0.07272727272727272
CG5474,Y,GO:0031323@4,0.07142857142857142
CG9894,Y,GO:0051128@4,0.044444444444444446
CG12218,Y,GO:0048523@4,0.07142857142857142
CG2934,Y,GO:0007423@4,0.0273972602739726
CG2199,Y,GO:0031323@4,0.05511811023622047
CG5445,Y,GO:0031323@4,0.058823529411764705
CG43367,Y,GO:0006796@4,0.022727272727272728
CG7956,Y,GO:0090304@4,0.07246376811594203
CG31950,Y,GO:0090304@4,0.1
CG9025,Y,GO:0048522@4,0.046511627906976744
CG9603,Y,GO:0048523@4,0.05172413793103448
CG34159,Y,GO:0048523@4,0.04716981132075472
CG17362,Y,GO:0016192@4,0.031746031746031744
CG18745,Y,GO:0051726@4,0.06451612903225806
CG2124,Y,GO:0031323@4,0.10416666666666667
CG9631,Y,GO:0031323@4,0.06172839506172839
CG6084,Y,GO:0006796@4,0.037037037037037035
CG12992,Y,GO:0031323@4,0.03773584905660377
CG2025,Y,GO:0051171@4,0.05
CG5504,Y,GO:0048569@4,0.011764705882352941
CG11417,Y,GO:0009966@4,0.037267080745341616
CG5568,Y,GO:0060255@4,0.05263157894736842
CG7852,Y,GO:0051020@4,0.1
CG15218,Y,GO:0060255@4,0.04854368932038835
CG8455,Y,GO:0060255@4,0.05555555555555555
CG14247,Y,GO:0048522@4,0.03278688524590164
CG5439,Y,GO:0016192@4,0.06060606060606061
CG11248,Y,GO:0031323@4,0.06349206349206349
CG5494,Y,GO:0060429@4,0.058823529411764705
CG8368,Y,GO:0007616@4,0.022222222222222223
CG31999,Y,GO:0031323@4,0.031496062992125984
CG13168,Y,GO:0031323@4,0.046875
CG15423,Y,GO:0051726@4,0.04918032786885246
CG11143,Y,GO:0031323@4,0.05084745762711865
CG10539,Y,GO:0031323@4,0.04128440366972477
CG17280,Y,GO:0048523@4,0.041666666666666664
CG10622,Y,GO:0002009@4,0.045454545454545456
CG6950,Y,GO:0048523@4,0.0380952380952381
CG9277,Y,GO:0031323@4,0.028169014084507043
CG42351,Y,GO:0080090@4,0.05747126436781609
CG9186,Y,GO:0048522@4,0.05154639175257732
CG8448,Y,GO:0031323@4,0.03571428571428571
CG9784,Y,GO:0007600@4,0.047619047619047616
CG5920,Y,GO:0048523@4,0.047619047619047616
CG42797,Y,GO:0048522@4,0.045454545454545456
CG7283,Y,GO:0048523@4,0.031746031746031744
CG4326,Y,GO:2000026@4,0.05084745762711865
CG8693,Y,GO:2000026@4,0.058823529411764705
CG7414,Y,GO:0009893@4,0.037037037037037035
CG14566,Y,GO:0003723@4,0.05084745762711865
CG1524,Y,GO:0048523@4,0.031746031746031744
CG8615,Y,GO:0048523@4,0.047619047619047616
CG8539,Y,GO:0048523@4,0.03125
CG5271,Y,GO:0048523@4,0.03888888888888889
CG8159,Y,GO:0009966@4,0.05263157894736842
CG1599,Y,GO:0051128@4,0.07142857142857142
CG30291,Y,GO:0010646@4,0.05172413793103448
CG5862,Y,GO:0009966@4,0.025
CG3314,Y,GO:0048523@4,0.031746031746031744
CG1212,Y,GO:0031323@4,0.04201680672268908
CG3731,Y,GO:0031323@4,0.0379746835443038
CG10638,Y,GO:0031323@4,0.05172413793103448
CG8922,Y,GO:0048522@4,0.03225806451612903
CG3558,Y,GO:0031323@4,0.043010752688172046
CG4853,Y,GO:0048522@4,0.0390625
CG1516,Y,GO:0042742@4,0.05555555555555555
CG3523,Y,GO:0002009@4,0.038461538461538464
CG18292,Y,GO:0009889@4,0.05194805194805195
CG4998,Y,GO:0051241@4,0.02702702702702703
CG8146,Y,GO:0120036@4,0.031746031746031744
CG3278,Y,GO:0048584@4,0.03164556962025317
CG32031,Y,GO:0007498@4,0.08823529411764706
CG1475,Y,GO:0048523@4,0.047619047619047616
CR41548,Y,GO:0040014@4,0.043478260869565216
CG4066,Y,GO:0031323@4,0.0821917808219178
CG6699,Y,GO:0016192@4,0.0684931506849315
CG2960,Y,GO:0040014@4,0.03225806451612903
CG9282,Y,GO:0040014@4,0.03225806451612903
CG11999,Y,GO:0009267@4,0.04938271604938271
CG2720,Y,GO:0007292@4,0.03636363636363636
CG3815,Y,GO:0009889@4,0.05194805194805195
CG2360,Y,GO:0031323@4,0.10204081632653061
CG1461,Y,GO:0048522@4,0.056338028169014086
CG5102,Y,GO:0031323@4,0.07352941176470588
CG12262,Y,GO:0031323@4,0.037037037037037035
CG31008,Y,GO:0031323@4,0.0784313725490196
CG9715,Y,GO:0060255@4,0.048484848484848485
CG1542,Y,GO:0009267@4,0.125
CG15525,Y,GO:0031323@4,0.1076923076923077
CG8900,Y,GO:0048523@4,0.047619047619047616
CG1883,Y,GO:0048523@4,0.046153846153846156
CG3661,Y,GO:0040014@4,0.031746031746031744
CG3203,Y,GO:0048523@4,0.047619047619047616
CG11391,Y,GO:0022603@4,0.03389830508474576
CG4167,Y,GO:0080090@4,0.03816793893129771
CG8854,Y,GO:0031323@4,0.06666666666666667
CG14243,Y,GO:0048523@4,0.06557377049180328
CG5268,Y,GO:0022603@4,0.037037037037037035
CG12811,Y,GO:0048523@4,0.05555555555555555
CG10077,Y,GO:0031323@4,0.08333333333333333
CG3751,Y,GO:0040014@4,0.03225806451612903
CG14118,Y,GO:0034613@4,0.045454545454545456
CG7542,Y,GO:0031323@4,0.06837606837606838
CG3379,Y,GO:0009267@4,0.08064516129032258
CG7173,Y,GO:0009059@4,0.0196078431372549
CG3320,Y,GO:0031323@4,0.047058823529411764
CG15452,Y,GO:0016192@4,0.06153846153846154
CG4933,Y,GO:0060255@4,0.04195804195804196
CG3861,Y,GO:0007010@4,0.0967741935483871
CG14259,Y,GO:0031323@4,0.06306306306306306
CG5157,Y,GO:0031323@4,0.0603448275862069
CG14983,Y,GO:0010646@4,0.03424657534246575
CG1483,Y,GO:0002684@4,0.040229885057471264
CG15631,Y,GO:0007498@4,0.038461538461538464
CG8583,Y,GO:0051049@4,0.046153846153846156
CG3217,Y,GO:0051726@4,0.06666666666666667
CG13377,Y,GO:0051128@4,0.0425531914893617
CG13397,Y,GO:0051049@4,0.0410958904109589
CG43691,Y,GO:0060255@4,0.06976744186046512
CG9188,Y,GO:0031323@4,0.034013605442176874
CG9805,Y,GO:0009966@4,0.04918032786885246
CG10283,Y,GO:0009893@4,0.05263157894736842
CG6951,Y,GO:0009889@4,0.05555555555555555
CG13358,Y,GO:0048523@4,0.03225806451612903
CG15109,Y,GO:0007600@4,0.04081632653061224
CG6159,Y,GO:0048522@4,0.059322033898305086
CR31838,Y,GO:0048522@4,0.06382978723404255
CG2746,Y,GO:0048523@4,0.047619047619047616
CG16947,Y,GO:0031323@4,0.04938271604938271
CG17657,Y,GO:0051128@4,0.041237113402061855
CG7737,Y,GO:0009059@4,0.030303030303030304
CG13022,Y,GO:0009966@4,0.03614457831325301
CG13067,Y,GO:0007600@4,0.044444444444444446
CG10420,Y,GO:0048522@4,0.05084745762711865
CG15546,Y,GO:0010646@4,0.047619047619047616
CG1324,Y,GO:0051726@4,0.047619047619047616
CG12004,Y,GO:0031323@4,0.031578947368421054
CG4944,Y,GO:0031323@4,0.0784313725490196
CG13806,Y,GO:0060255@4,0.056179775280898875
CG9836,Y,GO:0031323@4,0.052083333333333336
CG32819,Y,GO:0007423@4,0.04081632653061224
CG5717,Y,GO:0031323@4,0.058823529411764705
CG4972,Y,GO:0031323@4,0.04316546762589928
CG12934,Y,GO:0009889@4,0.046875
CG8649,Y,GO:0009889@4,0.04
CG14254,Y,GO:0031323@4,0.06666666666666667
CG13843,Y,GO:0051726@4,0.044444444444444446
CG18349,Y,GO:0008306@4,0.013513513513513514
CG33522,Y,GO:0048522@4,0.04395604395604396
CG1561,Y,GO:0048878@4,0.1
CG6707,Y,GO:0060429@4,0.07352941176470588
CG12275,Y,GO:0040014@4,0.043478260869565216
CG11454,Y,GO:0003677@4,0.0641025641025641
CG4622,Y,GO:0051171@4,0.0446927374301676
CG11661,Y,GO:0007010@4,0.11627906976744186
CG12233,Y,GO:0002009@4,0.075
CG4169,Y,GO:0002009@4,0.043478260869565216
CG16779,Y,GO:0060255@4,0.06451612903225806
CG43861,Y,GO:0051726@4,0.08571428571428572
CG7635,Y,GO:0031323@4,0.07272727272727272
CG13871,Y,GO:0060255@4,0.05555555555555555
CG1968,Y,GO:0051276@4,0.175
CG6015,Y,GO:0031323@4,0.0847457627118644
CG4921,Y,GO:0016192@4,0.04819277108433735
CG5447,Y,GO:0032990@4,0.06557377049180328
CG18764,Y,GO:0003677@4,0.058823529411764705
CG34404,Y,GO:0010646@4,0.031746031746031744
CG1340,Y,GO:0010646@4,0.034482758620689655
CG4394,Y,GO:0048522@4,0.04838709677419355
CG9674,Y,GO:0060255@4,0.05194805194805195
CG14792,Y,GO:0048522@4,0.03225806451612903
CG3131,Y,GO:0007292@4,0.05128205128205128
CG12042,Y,GO:0007010@4,0.05154639175257732
CG6174,Y,GO:0007010@4,0.05154639175257732
CG13114,Y,GO:0036211@4,0.075
CG7716,Y,GO:0048522@4,0.06153846153846154
CG14044,Y,GO:0051726@4,0.07547169811320754
CG6208,Y,GO:0016192@4,0.07936507936507936
CG6258,Y,GO:0006259@4,0.08333333333333333
CG15676,Y,GO:0060255@4,0.05263157894736842
CG8383,Y,GO:0031323@4,0.09375
CG10650,Y,GO:0036211@4,0.04878048780487805
CG13031,Y,GO:0060255@4,0.10526315789473684
CG8186,Y,GO:0009966@4,0.05172413793103448
CG4076,Y,GO:0060255@4,0.06557377049180328
CG4217,Y,GO:0006259@4,0.08196721311475409
CG9377,Y,GO:0045595@4,0.05194805194805195
CG7726,Y,GO:0048523@4,0.046153846153846156
CG5081,Y,GO:0016192@4,0.0784313725490196
CG8258,Y,GO:0002009@4,0.11538461538461539
CG7440,Y,GO:0009892@4,0.04411764705882353
CG7461,Y,GO:0003723@4,0.04878048780487805
CG6693,Y,GO:0048523@4,0.04
CG42820,Y,GO:0009966@4,0.05263157894736842
CG7407,Y,GO:0009966@4,0.04201680672268908
CG9288,Y,GO:0009889@4,0.05785123966942149
CG14120,Y,GO:0048285@4,0.02
CG12496,Y,GO:0048522@4,0.046511627906976744
CG12210,Y,GO:0051128@4,0.07017543859649122
CG8505,Y,GO:0036211@4,0.04
CG9432,Y,GO:0031323@4,0.057692307692307696
CG5854,Y,GO:0002009@4,0.05
CG16807,Y,GO:0009057@4,0.0661764705882353
CG10230,Y,GO:0006508@4,0.16666666666666666
CG2053,Y,GO:0048523@4,0.04838709677419355
CG4289,Y,GO:0006259@4,0.014705882352941176
CG14818,Y,GO:0009893@4,0.041666666666666664
CG7933,Y,GO:0051726@4,0.0547945205479452
CG1683,Y,GO:0048522@4,0.0375
CG31482,Y,GO:0031323@4,0.07692307692307693
CG1810,Y,GO:0031323@4,0.041237113402061855
CG17377,Y,GO:0001067@4,0.0425531914893617
CG5390,Y,GO:0051726@4,0.07462686567164178
CG14224,Y,GO:0006974@4,0.125
CG6447,Y,GO:0048523@4,0.05555555555555555
CG14528,Y,GO:0050890@4,0.0625
CG13576,Y,GO:0051128@4,0.037383177570093455
CG4889,Y,GO:0009966@4,0.06666666666666667
CG8439,Y,GO:0070925@4,0.0625
83E3.7,Y,GO:0002009@4,0.10714285714285714
CG42700,Y,GO:0036293@4,0.3333333333333333
CG17753,Y,GO:0016569@4,0.058823529411764705
CG3997,Y,GO:0048523@4,0.046153846153846156
CG10689,Y,GO:0036211@4,0.05128205128205128
CG32105,Y,GO:0048522@4,0.059322033898305086
CG7104,Y,GO:0007423@4,0.05555555555555555
CG11941,Y,GO:0080090@4,0.03875968992248062
CG14317,Y,GO:0051171@4,0.04929577464788732
CR32878,Y,GO:0003723@4,0.10869565217391304
CG10395,Y,GO:0051726@4,0.04938271604938271
CG3225,Y,GO:0031323@4,0.04672897196261682
CG10328,Y,GO:0051726@4,0.09375
CG10869,Y,GO:0031323@4,0.057692307692307696
CG8697,Y,GO:0051276@4,0.21212121212121213
CG5902,Y,GO:0007005@4,0.046875
CG10652,Y,GO:0040014@4,0.03225806451612903
CG9938,Y,GO:0051726@4,0.060240963855421686
CG8604,Y,GO:0048522@4,0.04142011834319527
CG3164,Y,GO:0046331@4,0.05714285714285714
CG17219,Y,GO:0048523@4,0.04310344827586207
CG18330,Y,GO:0009966@4,0.058823529411764705
CG32702,Y,GO:0060541@4,0.02531645569620253
CG43894,Y,GO:0051726@4,0.0821917808219178
CG3548,Y,GO:0006259@4,0.08196721311475409
CG9424,Y,GO:0031323@4,0.054945054945054944
CG12766,Y,GO:0010646@4,0.05454545454545454
CG2101,Y,GO:0031323@4,0.057971014492753624
CG3907,Y,GO:0060255@4,0.06382978723404255
CG40127,Y,GO:0051726@4,0.04597701149425287
CG10465,Y,GO:0009889@4,0.05063291139240506
CG1179,Y,GO:0031323@4,0.039473684210526314
CG5111,Y,GO:0009889@4,0.04411764705882353
CG13227,Y,GO:0060255@4,0.10526315789473684
CG13721,Y,GO:0060255@4,0.09090909090909091
CG11505,Y,GO:0031323@4,0.04716981132075472
CG9246,Y,GO:0009267@4,0.1276595744680851
CG1850,Y,GO:0009889@4,0.037037037037037035
CG1307,Y,GO:0048522@4,0.0821917808219178
CG5327,Y,GO:0048522@4,0.04838709677419355
CG11138,Y,GO:0051726@4,0.04054054054054054
CG7379,Y,GO:0048523@4,0.04065040650406504
CG14438,Y,GO:0060255@4,0.06896551724137931
CG3542,Y,GO:0031323@4,0.1
CG10585,Y,GO:0009966@4,0.05454545454545454
CG11271,Y,GO:0040014@4,0.03225806451612903
CG5792,Y,GO:0031323@4,0.039473684210526314
CG7729,Y,GO:0031323@4,0.06521739130434782
CG7206,Y,GO:0031323@4,0.058823529411764705
CG12264,Y,GO:0002009@4,0.05555555555555555
CG5151,Y,GO:0009966@4,0.046511627906976744
CG8191,Y,GO:0007600@4,0.01282051282051282
CG11882,Y,GO:0016192@4,0.08490566037735849
CG6329,Y,GO:0010646@4,0.08333333333333333
CG12857,Y,GO:0007010@4,0.05405405405405406
CG15442,Y,GO:0048523@4,0.046153846153846156
CG3395,Y,GO:0048523@4,0.047619047619047616
CG13591,Y,GO:0036211@4,0.0425531914893617
CG31957,Y,GO:0009889@4,0.06382978723404255
CG15422,Y,GO:0060255@4,0.08163265306122448
CG7381,Y,GO:0031323@4,0.044444444444444446
CG4729,Y,GO:0031323@4,0.05660377358490566
CG1986,Y,GO:0006796@4,0.03896103896103896
CG12013,Y,GO:0031323@4,0.06666666666666667
CG11051,Y,GO:0007423@4,0.07692307692307693
CG7325,Y,GO:0007423@4,0.07692307692307693
CG9399,Y,GO:0044267@4,0.040983606557377046
CG14084,Y,GO:0016192@4,0.07936507936507936
CG1249,Y,GO:0031323@4,0.03529411764705882
CG17018,Y,GO:0007423@4,0.03571428571428571
CG17108,Y,GO:0010646@4,0.049019607843137254
CG10363,Y,GO:0031323@4,0.031818181818181815
CG8169,Y,GO:0031323@4,0.045112781954887216
CG4347,Y,GO:0048523@4,0.038834951456310676
CG8292,Y,GO:0051726@4,0.09375
CG9977,Y,GO:0048522@4,0.031914893617021274
CG32086,Y,GO:0051726@4,0.1282051282051282
CG6126,Y,GO:0051726@4,0.0380952380952381
CG12135,Y,GO:0031667@4,0.036036036036036036
CG43365,Y,GO:0090304@4,0.045871559633027525
CG5968,Y,GO:0006259@4,0.05128205128205128
CG18088,Y,GO:0048523@4,0.046153846153846156
CG34113,Y,GO:0007411@4,0.027777777777777776
CG6105,Y,GO:0046331@4,0.09523809523809523
CG3342,Y,GO:0060255@4,0.06666666666666667
CG4299,Y,GO:0031323@4,0.047619047619047616
CG4877,Y,GO:0048523@4,0.04054054054054054
CG10663,Y,GO:0031323@4,0.07017543859649122
CG11771,Y,GO:0009966@4,0.027777777777777776
CG32486,Y,GO:0007010@4,0.06382978723404255
CG11522,Y,GO:0048523@4,0.046153846153846156
CG15771,Y,GO:0031323@4,0.058823529411764705
CG11137,Y,GO:0044267@4,0.03731343283582089
CG3678,Y,GO:0044267@4,0.05263157894736842
CG6199,Y,GO:0051128@4,0.047058823529411764
CG4464,Y,GO:0040014@4,0.03225806451612903
CG7178,Y,GO:0007010@4,0.1
CG31324,Y,GO:0016192@4,0.04597701149425287
CG4960,Y,GO:0031323@4,0.04310344827586207
CG34168,Y,GO:0031323@4,0.08333333333333333
CG1638,Y,GO:0048584@4,0.03125
CG31961,Y,GO:0007010@4,0.054945054945054944
CG18731,Y,GO:0051726@4,0.06666666666666667
CG10700,Y,GO:0006508@4,0.034482758620689655
CG7196,Y,GO:0006508@4,0.030303030303030304
CR33353,Y,GO:0048523@4,0.046153846153846156
CG14625,Y,GO:0010646@4,0.045454545454545456
CG7886,Y,GO:0009966@4,0.04838709677419355
CG1316,Y,GO:0031323@4,0.046875
CG6569,Y,GO:0060255@4,0.05084745762711865
CG12408,Y,GO:0007010@4,0.0967741935483871
CG34172,Y,GO:0007010@4,0.1
CG15734,Y,GO:0060255@4,0.06766917293233082
CG17359,Y,GO:0031323@4,0.07058823529411765
CG1427,Y,GO:0046331@4,0.011235955056179775
CG3688,Y,GO:0046331@4,0.009523809523809525
CG4183,Y,GO:0048523@4,0.06666666666666667
CG10340,Y,GO:0031323@4,0.03669724770642202
CG13434,Y,GO:0051726@4,0.056818181818181816
CG7570,Y,GO:0007010@4,0.07692307692307693
CG10091,Y,GO:0031323@4,0.05333333333333334
CG11512,Y,GO:0031323@4,0.030612244897959183
CG12321,Y,GO:0006508@4,0.1568627450980392
CR18854,Y,GO:0060255@4,0.08333333333333333
CG31611,Y,GO:0065003@4,0.05982905982905983
CG9135,Y,GO:0060255@4,0.07894736842105263
CG11857,Y,GO:0016192@4,0.05128205128205128
CG6370,Y,GO:0031323@4,0.05357142857142857
CG11765,Y,GO:0031323@4,0.06666666666666667
CG13887,Y,GO:0009889@4,0.045454545454545456
CG15011,Y,GO:0031323@4,0.042735042735042736
